representation,layer,hand,split,n,r2,angular_error_deg,clf_accuracy
hidden_meanpool,22,hour,shuffled_labels,480,-0.2713388754808318,91.80925255237769,0.0875
hidden_meanpool,23,hour,shuffled_labels,480,-0.2740506619464823,92.28809392582625,0.10208333333333333
hidden_meanpool,24,hour,shuffled_labels,480,-0.29373002379660196,93.3122379673645,0.09583333333333334
hidden_meanpool,25,hour,shuffled_labels,480,-0.25777558111133214,91.04021194043258,0.09791666666666667
hidden_meanpool,26,hour,shuffled_labels,480,-0.258973828388698,92.77574369109546,0.0875
hidden_meanpool,27,hour,shuffled_labels,480,-0.30509759624185584,92.43484346282979,0.09166666666666666
hidden_meanpool,28,hour,shuffled_labels,480,-0.3019212653572023,91.42007033703848,0.08333333333333333
hidden_meanpool,29,hour,shuffled_labels,480,-0.3021181358793845,92.62906706643601,0.09166666666666666
hidden_meanpool,30,hour,shuffled_labels,480,-0.2770059190578047,91.3891502517586,0.09166666666666666
hidden_meanpool,31,hour,shuffled_labels,480,-0.29508101592299607,92.24265058214466,0.09166666666666666
hidden_meanpool,32,hour,shuffled_labels,480,-0.2909112648031792,91.72416905177137,0.09583333333333334
hidden_meanpool,33,hour,shuffled_labels,480,-0.2846714466765615,91.24246559689442,0.09375
hidden_meanpool,34,hour,shuffled_labels,480,-0.2742816667049457,90.77397160570447,0.1
hidden_meanpool,35,hour,shuffled_labels,480,-0.25145468111944325,90.12010355072756,0.09375
hidden_meanpool,36,hour,shuffled_labels,480,-0.2641530651025443,92.03452195972204,0.10416666666666667
vision_encoder,0,minute,shuffled_labels,480,-0.2226928540938834,85.91337590801218,0.07916666666666666
vision_encoder,0,hour,shuffled_labels,480,-0.3115025550629916,94.43243686718246,0.08125
