representation,layer,hand,split,n,r2,angular_error_deg,clf_accuracy
hidden_last,22,minute,wrong,468,0.9318334695819273,7.868957737763213,0.9401709401709402
hidden_last,23,minute,all,480,0.9200968382433107,8.832201152193981,0.9354166666666667
hidden_last,23,minute,correct,12,-1.3357574433591309e+31,14.082876713015139,1.0
hidden_last,23,minute,wrong,468,0.9211848484544007,8.69756844550626,0.9337606837606838
hidden_last,24,minute,all,480,0.9233180040634454,8.370043348722781,0.94375
hidden_last,24,minute,correct,12,-8.088410224436848e+30,10.914238068585595,1.0
hidden_last,24,minute,wrong,468,0.9239511372073559,8.304807586675018,0.9423076923076923
hidden_last,25,minute,all,480,0.903608241659897,10.336144436567945,0.9270833333333334
hidden_last,25,minute,correct,12,-9.061739228833468e+30,10.45955620209376,1.0
hidden_last,25,minute,wrong,468,0.9043682073774504,10.332980032323693,0.9252136752136753
hidden_last,26,minute,all,480,0.904474640881773,10.447043899570904,0.9354166666666667
hidden_last,26,minute,correct,12,-8.0739716456253e+30,13.152375022570292,1.0
hidden_last,26,minute,wrong,468,0.9055334333980181,10.37767643487861,0.9337606837606838
hidden_last,27,minute,all,480,0.9044551158428009,9.866574715760846,0.9125
hidden_last,27,minute,correct,12,-9.64102077928516e+30,12.710750540097555,1.0
hidden_last,27,minute,wrong,468,0.9053230855552713,9.793647130521444,0.9102564102564102
hidden_last,28,minute,all,480,0.895088597339995,11.058559174494198,0.8958333333333334
hidden_last,28,minute,correct,12,-8.590091170597345e+30,11.246406624714533,1.0
hidden_last,28,minute,wrong,468,0.8953274076610653,11.053742573206495,0.8931623931623932
hidden_last,29,minute,all,480,0.8952193576755145,11.026169517822563,0.8979166666666667
hidden_last,29,minute,correct,12,-9.276509345177462e+30,11.318993727366129,1.0
hidden_last,29,minute,wrong,468,0.8954329752790947,11.018661204757343,0.8952991452991453
hidden_last,30,minute,all,480,0.8903208824794695,11.696351703031299,0.8958333333333334
hidden_last,30,minute,correct,12,-9.866342622814793e+30,11.655075271924337,1.0
hidden_last,30,minute,wrong,468,0.8905577607777686,11.697410073059682,0.8931623931623932
hidden_last,31,minute,all,480,0.8900415697107626,11.24024875323812,0.8895833333333333
hidden_last,31,minute,correct,12,-7.061112788419812e+30,9.569264064232508,0.9166666666666666
hidden_last,31,minute,wrong,468,0.8897285533409521,11.283094514494675,0.8888888888888888
hidden_last,32,minute,all,480,0.8916730012052514,10.969316066677372,0.8833333333333333
hidden_last,32,minute,correct,12,-9.429261619011192e+30,12.45474116007487,1.0
hidden_last,32,minute,wrong,468,0.8917548892109755,10.931228243769743,0.8803418803418803
hidden_last,33,minute,all,480,0.8826551203717148,11.538898229164381,0.8854166666666666
